time_sec,chan1_rms,chan1_energy
229.3250,0.000430,0.000074
229.3500,0.000452,0.000082
229.3750,0.000444,0.000079
229.4000,0.000440,0.000077
229.4250,0.000457,0.000083
229.4500,0.000436,0.000076
229.4750,0.000453,0.000082
229.5000,0.000445,0.000079
229.5250,0.000434,0.000075
229.5500,0.000457,0.000084
229.5750,0.000446,0.000079
229.6000,0.000435,0.000076
229.6250,0.000453,0.000082
229.6500,0.000447,0.000080
229.6750,0.000441,0.000078
229.7000,0.000455,0.000083
229.7250,0.000439,0.000077
229.7500,0.000453,0.000082
229.7750,0.000437,0.000076
229.8000,0.000443,0.000079
229.8250,0.000451,0.000081
229.8500,0.000432,0.000075
229.8750,0.000456,0.000083
229.9000,0.000444,0.000079
229.9250,0.000441,0.000078
229.9500,0.000449,0.000081
229.9750,0.000424,0.000072
230.0000,0.000445,0.000079
230.0250,0.000434,0.000075
230.0500,0.000451,0.000081
230.0750,0.000457,0.000084
230.1000,0.000432,0.000075
230.1250,0.000448,0.000080
230.1500,0.000443,0.000079
230.1750,0.000430,0.000074
230.2000,0.000460,0.000085
230.2250,0.000439,0.000077
230.2500,0.000455,0.000083
230.2750,0.000438,0.000077
230.3000,0.000446,0.000080
230.3250,0.000439,0.000077
230.3500,0.000452,0.000082
230.3750,0.000434,0.000075
230.4000,0.000457,0.000083
230.4250,0.000440,0.000077
230.4500,0.000446,0.000079
230.4750,0.000453,0.000082
230.5000,0.000434,0.000075
230.5250,0.000447,0.000080
230.5500,0.000440,0.000078
230.5750,0.000445,0.000079
230.6000,0.000445,0.000079
230.6250,0.000434,0.000075
230.6500,0.000458,0.000084
230.6750,0.000441,0.000078
230.7000,0.000435,0.000076
230.7250,0.000454,0.000083
230.7500,0.000436,0.000076
230.7750,0.000448,0.000080
230.8000,0.000445,0.000079
230.8250,0.000449,0.000081
230.8500,0.000444,0.000079
230.8750,0.000447,0.000080
230.9000,0.000436,0.000076
230.9250,0.000454,0.000082
230.9500,0.000435,0.000076
230.9750,0.000444,0.000079
231.0000,0.000450,0.000081
231.0250,0.000439,0.000077
231.0500,0.000450,0.000081
231.0750,0.000438,0.000077
231.1000,0.000454,0.000083
231.1250,0.000451,0.000081
231.1500,0.000429,0.000074
231.1750,0.000453,0.000082
231.2000,0.000445,0.000079
231.2250,0.000438,0.000077
231.2500,0.000449,0.000081
231.2750,0.000453,0.000082
231.3000,0.000457,0.000084
231.3250,0.000432,0.000075
231.3500,0.000455,0.000083
231.3750,0.000451,0.000081
231.4000,0.000434,0.000075
231.4250,0.000454,0.000082
231.4500,0.000447,0.000080
231.4750,0.000452,0.000082
231.5000,0.000439,0.000077
231.5250,0.000448,0.000080
231.5500,0.000455,0.000083
231.5750,0.000428,0.000073
231.6000,0.000453,0.000082
231.6250,0.000455,0.000083
231.6500,0.000439,0.000077
231.6750,0.000450,0.000081
231.7000,0.000441,0.000078
231.7250,0.000453,0.000082
231.7500,0.000434,0.000075
231.7750,0.000445,0.000079
231.8000,0.000452,0.000082
231.8250,0.000444,0.000079
231.8500,0.000451,0.000081
231.8750,0.000454,0.000083
231.9000,0.000435,0.000076
231.9250,0.000450,0.000081
231.9500,0.000445,0.000079
231.9750,0.000449,0.000081
232.0000,0.000445,0.000079
232.0250,0.000447,0.000080
232.0500,0.000456,0.000083
232.0750,0.000446,0.000080
232.1000,0.000445,0.000079
232.1250,0.000456,0.000083
232.1500,0.000442,0.000078
232.1750,0.000456,0.000083
232.2000,0.000434,0.000075
232.2250,0.000450,0.000081
232.2500,0.000445,0.000079
232.2750,0.000456,0.000083
232.3000,0.000448,0.000080
232.3250,0.000447,0.000080
232.3500,0.000427,0.000073
232.3750,0.000458,0.000084
232.4000,0.000435,0.000076
232.4250,0.000463,0.000086
232.4500,0.000450,0.000081
232.4750,0.000449,0.000080
232.5000,0.000450,0.000081
232.5250,0.000443,0.000079
232.5500,0.000442,0.000078
232.5750,0.000448,0.000080
232.6000,0.000437,0.000077
232.6250,0.000455,0.000083
232.6500,0.000442,0.000078
232.6750,0.000447,0.000080
232.7000,0.000448,0.000080
232.7250,0.000445,0.000079
232.7500,0.000446,0.000080
232.7750,0.000444,0.000079
232.8000,0.000442,0.000078
232.8250,0.000453,0.000082
232.8500,0.000431,0.000074
232.8750,0.000455,0.000083
232.9000,0.000458,0.000084
232.9250,0.000434,0.000075
232.9500,0.000450,0.000081
232.9750,0.000443,0.000078
233.0000,0.000445,0.000079
233.0250,0.000445,0.000079
233.0500,0.000449,0.000081
233.0750,0.000455,0.000083
233.1000,0.000450,0.000081
233.1250,0.000442,0.000078
233.1500,0.000453,0.000082
233.1750,0.000445,0.000079
233.2000,0.000448,0.000080
233.2250,0.000449,0.000081
233.2500,0.000425,0.000072
233.2750,0.000436,0.000076
233.3000,0.000357,0.000051
233.3250,0.000460,0.000085
233.3500,0.000374,0.000056
233.3750,0.000528,0.000112
233.4000,0.000447,0.000080
233.4250,0.000431,0.000074
233.4500,0.000431,0.000074
233.4750,0.000424,0.000072
233.5000,0.000420,0.000071
233.5250,0.000451,0.000081
233.5500,0.000433,0.000075
233.5750,0.000450,0.000081
233.6000,0.000454,0.000082
233.6250,0.000434,0.000075
233.6500,0.000453,0.000082
233.6750,0.000440,0.000078
233.7000,0.000430,0.000074
233.7250,0.000456,0.000083
233.7500,0.000432,0.000075
233.7750,0.000458,0.000084
233.8000,0.000444,0.000079
233.8250,0.000443,0.000078
233.8500,0.000456,0.000083
233.8750,0.000432,0.000074
233.9000,0.000450,0.000081
233.9250,0.000443,0.000079
233.9500,0.000434,0.000075
233.9750,0.000456,0.000083
234.0000,0.000435,0.000076
234.0250,0.000451,0.000081
234.0500,0.000446,0.000080
234.0750,0.000432,0.000075
234.1000,0.000457,0.000084
234.1250,0.000432,0.000075
234.1500,0.000442,0.000078
234.1750,0.000450,0.000081
234.2000,0.000433,0.000075
234.2250,0.000450,0.000081
234.2500,0.000437,0.000076
234.2750,0.000442,0.000078
234.3000,0.000437,0.000077
234.3250,0.000432,0.000075
234.3500,0.000453,0.000082
234.3750,0.000438,0.000077
234.4000,0.000441,0.000078
234.4250,0.000449,0.000081
234.4500,0.000438,0.000077
234.4750,0.000438,0.000077
234.5000,0.000444,0.000079
234.5250,0.000440,0.000077
234.5500,0.000438,0.000077
234.5750,0.000444,0.000079
234.6000,0.000444,0.000079
234.6250,0.000433,0.000075
234.6500,0.000448,0.000080
234.6750,0.000434,0.000076
234.7000,0.000443,0.000078
234.7250,0.000436,0.000076
234.7500,0.000437,0.000076
234.7750,0.000448,0.000080
234.8000,0.000433,0.000075
234.8250,0.000451,0.000082
234.8500,0.000431,0.000074
234.8750,0.000434,0.000075
234.9000,0.000450,0.000081
234.9250,0.000432,0.000074
234.9500,0.000447,0.000080
234.9750,0.000434,0.000075
235.0000,0.000435,0.000076
235.0250,0.000445,0.000079
235.0500,0.000435,0.000076
235.0750,0.000440,0.000078
235.1000,0.000437,0.000076
235.1250,0.000434,0.000075
235.1500,0.000438,0.000077
235.1750,0.000445,0.000079
235.2000,0.000429,0.000074
235.2250,0.000445,0.000079
235.2500,0.000430,0.000074
235.2750,0.000427,0.000073
235.3000,0.000449,0.000081
235.3250,0.000427,0.000073
235.3500,0.000450,0.000081
235.3750,0.000430,0.000074
235.4000,0.000431,0.000074
235.4250,0.000439,0.000077
235.4500,0.000428,0.000073
235.4750,0.000428,0.000073
235.5000,0.000442,0.000078
235.5250,0.000427,0.000073
235.5500,0.000438,0.000077
235.5750,0.000427,0.000073
235.6000,0.000429,0.000074
235.6250,0.000437,0.000077
235.6500,0.000427,0.000073
235.6750,0.000434,0.000075
235.7000,0.000434,0.000075
235.7250,0.000431,0.000074
235.7500,0.000432,0.000075
235.7750,0.000429,0.000074
235.8000,0.000428,0.000073
235.8250,0.000429,0.000074
235.8500,0.000431,0.000074
235.8750,0.000436,0.000076
235.9000,0.000433,0.000075
235.9250,0.000425,0.000072
235.9500,0.000435,0.000076
235.9750,0.000430,0.000074
236.0000,0.000427,0.000073
236.0250,0.000445,0.000079
236.0500,0.000427,0.000073
236.0750,0.000432,0.000075
236.1000,0.000428,0.000073
236.1250,0.000432,0.000075
236.1500,0.000430,0.000074
236.1750,0.000427,0.000073
236.2000,0.000431,0.000074
236.2250,0.000432,0.000075
236.2500,0.000427,0.000073
236.2750,0.000434,0.000075
236.3000,0.000427,0.000073
236.3250,0.000428,0.000073
236.3500,0.000428,0.000073
236.3750,0.000428,0.000073
236.4000,0.000431,0.000074
236.4250,0.000427,0.000073
236.4500,0.000429,0.000074
236.4750,0.000430,0.000074
236.5000,0.000427,0.000073
236.5250,0.000427,0.000073
236.5500,0.000430,0.000074
236.5750,0.000429,0.000073
236.6000,0.000427,0.000073
236.6250,0.000428,0.000073
236.6500,0.000428,0.000073
236.6750,0.000427,0.000073
236.7000,0.000427,0.000073
236.7250,0.000431,0.000074
236.7500,0.000428,0.000073
236.7750,0.000427,0.000073
236.8000,0.000428,0.000073
236.8250,0.000429,0.000073
236.8500,0.000427,0.000073
236.8750,0.000430,0.000074
236.9000,0.000431,0.000074
236.9250,0.000428,0.000073
236.9500,0.000431,0.000074
236.9750,0.000429,0.000073
237.0000,0.000428,0.000073
237.0250,0.000427,0.000073
237.0500,0.000430,0.000074
237.0750,0.000431,0.000074
237.1000,0.000427,0.000073
237.1250,0.000431,0.000074
237.1500,0.000433,0.000075
237.1750,0.000427,0.000073
237.2000,0.000436,0.000076
237.2250,0.000429,0.000074
237.2500,0.000437,0.000076
237.2750,0.000428,0.000073
237.3000,0.000434,0.000075
237.3250,0.000434,0.000075
237.3500,0.000430,0.000074
237.3750,0.000428,0.000073
237.4000,0.000435,0.000076
237.4250,0.000428,0.000073
237.4500,0.000437,0.000076
237.4750,0.000427,0.000073
237.5000,0.000440,0.000077
237.5250,0.000428,0.000073
237.5500,0.000438,0.000077
237.5750,0.000426,0.000073
237.6000,0.000446,0.000080
237.6250,0.000427,0.000073
237.6500,0.000438,0.000077
237.6750,0.000431,0.000074
237.7000,0.000435,0.000076
237.7250,0.000434,0.000075
237.7500,0.000437,0.000076
237.7750,0.000429,0.000074
237.8000,0.000432,0.000075
237.8250,0.000428,0.000073
237.8500,0.000427,0.000073
237.8750,0.000438,0.000077
237.9000,0.000427,0.000073
237.9250,0.000436,0.000076
237.9500,0.000428,0.000073
237.9750,0.000428,0.000073
238.0000,0.000439,0.000077
238.0250,0.000429,0.000074
238.0500,0.000430,0.000074
238.0750,0.000440,0.000077
238.1000,0.000436,0.000076
238.1250,0.000438,0.000077
238.1500,0.000427,0.000073
238.1750,0.000430,0.000074
238.2000,0.000435,0.000076
238.2250,0.000429,0.000073
238.2500,0.000433,0.000075
238.2750,0.000428,0.000073
238.3000,0.000428,0.000073
238.3250,0.000430,0.000074
238.3500,0.000433,0.000075
238.3750,0.000428,0.000073
238.4000,0.000429,0.000074
238.4250,0.000428,0.000073
238.4500,0.000429,0.000074
238.4750,0.000428,0.000073
238.5000,0.000430,0.000074
238.5250,0.000429,0.000074
238.5500,0.000431,0.000074
238.5750,0.000429,0.000074
238.6000,0.000435,0.000076
238.6250,0.000427,0.000073
238.6500,0.000430,0.000074
238.6750,0.000440,0.000077
238.7000,0.000434,0.000076
238.7250,0.000445,0.000079
238.7500,0.000429,0.000073
238.7750,0.000444,0.000079
238.8000,0.000428,0.000073
238.8250,0.000436,0.000076
238.8500,0.000426,0.000073
238.8750,0.000427,0.000073
238.9000,0.000416,0.000069
238.9250,0.000421,0.000071
238.9500,0.000442,0.000078
238.9750,0.000479,0.000092
239.0000,0.000428,0.000073
239.0250,0.000428,0.000073
239.0500,0.000434,0.000076
239.0750,0.000429,0.000074
239.1000,0.000439,0.000077
239.1250,0.000434,0.000075
239.1500,0.000422,0.000071
239.1750,0.000444,0.000079
239.2000,0.000428,0.000073
239.2250,0.000429,0.000074
239.2500,0.000442,0.000078
239.2750,0.000428,0.000073
239.3000,0.000446,0.000079
239.3250,0.000427,0.000073
239.3500,0.000437,0.000076
239.3750,0.000441,0.000078
239.4000,0.000427,0.000073
239.4250,0.000435,0.000076
239.4500,0.000436,0.000076
239.4750,0.000427,0.000073
239.5000,0.000435,0.000076
239.5250,0.000428,0.000073
239.5500,0.000440,0.000077
239.5750,0.000430,0.000074
239.6000,0.000430,0.000074
239.6250,0.000442,0.000078
239.6500,0.000429,0.000074
239.6750,0.000433,0.000075
239.7000,0.000440,0.000078
239.7250,0.000434,0.000075
239.7500,0.000443,0.000078
239.7750,0.000434,0.000075
239.8000,0.000451,0.000081
239.8250,0.000460,0.000085
239.8500,0.000441,0.000078
239.8750,0.000440,0.000077
239.9000,0.000446,0.000079
239.9250,0.000440,0.000077
239.9500,0.000438,0.000077
239.9750,0.000448,0.000080
240.0000,0.000437,0.000077
240.0250,0.000450,0.000081
240.0500,0.000447,0.000080
240.0750,0.000442,0.000078
240.1000,0.000441,0.000078
240.1250,0.000434,0.000075
240.1500,0.000445,0.000079
240.1750,0.000428,0.000073
240.2000,0.000429,0.000074
240.2250,0.000367,0.000054
240.2500,0.000470,0.000088
240.2750,0.000515,0.000106
240.3000,0.000445,0.000079
240.3250,0.000443,0.000078
240.3500,0.000445,0.000079
240.3750,0.000448,0.000080
240.4000,0.000444,0.000079
240.4250,0.000457,0.000084
240.4500,0.000442,0.000078
240.4750,0.000457,0.000083
240.5000,0.000457,0.000083
240.5250,0.000446,0.000080
240.5500,0.000458,0.000084
240.5750,0.000445,0.000079
240.6000,0.000449,0.000081
240.6250,0.000457,0.000083
240.6500,0.000446,0.000080
240.6750,0.000458,0.000084
240.7000,0.000453,0.000082
240.7250,0.000454,0.000082
240.7500,0.000458,0.000084
240.7750,0.000453,0.000082
240.8000,0.000458,0.000084
240.8250,0.000458,0.000084
240.8500,0.000457,0.000084
240.8750,0.000458,0.000084
240.9000,0.000457,0.000084
240.9250,0.000458,0.000084
240.9500,0.000458,0.000084
240.9750,0.000457,0.000084
241.0000,0.000458,0.000084
241.0250,0.000458,0.000084
241.0500,0.000458,0.000084
241.0750,0.000458,0.000084
241.1000,0.000458,0.000084
241.1250,0.000458,0.000084
241.1500,0.000458,0.000084
241.1750,0.000458,0.000084
241.2000,0.000458,0.000084
241.2250,0.000460,0.000085
241.2500,0.000458,0.000084
241.2750,0.000470,0.000088
241.3000,0.000460,0.000085
241.3250,0.000460,0.000085
241.3500,0.000462,0.000085
241.3750,0.000456,0.000083
241.4000,0.000466,0.000087
241.4250,0.000418,0.000070
241.4500,0.000527,0.000111
241.4750,0.000465,0.000087
241.5000,0.000458,0.000084
241.5250,0.000464,0.000086
241.5500,0.000467,0.000087
241.5750,0.000461,0.000085
241.6000,0.000465,0.000087
241.6250,0.000462,0.000085
241.6500,0.000464,0.000086
241.6750,0.000460,0.000085
241.7000,0.000458,0.000084
241.7250,0.000463,0.000086
241.7500,0.000462,0.000085
241.7750,0.000458,0.000084
241.8000,0.000469,0.000088
241.8250,0.000458,0.000084
241.8500,0.000462,0.000086
241.8750,0.000465,0.000086
241.9000,0.000458,0.000084
241.9250,0.000464,0.000086
241.9500,0.000461,0.000085
241.9750,0.000458,0.000084
242.0000,0.000471,0.000089
242.0250,0.000458,0.000084
242.0500,0.000461,0.000085
242.0750,0.000458,0.000084
242.1000,0.000459,0.000084
242.1250,0.000465,0.000086
242.1500,0.000459,0.000084
242.1750,0.000468,0.000088
242.2000,0.000463,0.000086
242.2250,0.000462,0.000085
242.2500,0.000458,0.000084
242.2750,0.000473,0.000089
242.3000,0.000457,0.000083
242.3250,0.000469,0.000088
242.3500,0.000457,0.000083
242.3750,0.000475,0.000090
242.4000,0.000459,0.000084
242.4250,0.000464,0.000086
242.4500,0.000460,0.000084
242.4750,0.000460,0.000085
242.5000,0.000459,0.000084
242.5250,0.000476,0.000091
242.5500,0.000458,0.000084
242.5750,0.000475,0.000090
242.6000,0.000458,0.000084
242.6250,0.000459,0.000084
242.6500,0.000464,0.000086
242.6750,0.000458,0.000084
242.7000,0.000470,0.000088
242.7250,0.000466,0.000087
242.7500,0.000458,0.000084
242.7750,0.000472,0.000089
242.8000,0.000459,0.000084
242.8250,0.000463,0.000086
242.8500,0.000467,0.000087
242.8750,0.000460,0.000085
242.9000,0.000473,0.000090
242.9250,0.000458,0.000084
242.9500,0.000461,0.000085
242.9750,0.000468,0.000088
243.0000,0.000466,0.000087
243.0250,0.000473,0.000089
243.0500,0.000483,0.000093
243.0750,0.000517,0.000107
243.1000,0.000481,0.000093
243.1250,0.000456,0.000083
243.1500,0.000474,0.000090
243.1750,0.000456,0.000083
243.2000,0.000474,0.000090
243.2250,0.000459,0.000084
243.2500,0.000459,0.000084
243.2750,0.000467,0.000087
243.3000,0.000458,0.000084
243.3250,0.000470,0.000088
243.3500,0.000465,0.000087
243.3750,0.000457,0.000084
243.4000,0.000469,0.000088
243.4250,0.000457,0.000084
243.4500,0.000464,0.000086
243.4750,0.000464,0.000086
243.5000,0.000458,0.000084
243.5250,0.000471,0.000089
243.5500,0.000457,0.000084
243.5750,0.000467,0.000087
243.6000,0.000468,0.000088
243.6250,0.000457,0.000084
243.6500,0.000476,0.000091
243.6750,0.001465,0.000858
243.7000,0.000885,0.000313
243.7250,0.000539,0.000116
243.7500,0.000476,0.000090
243.7750,0.000477,0.000091
243.8000,0.000464,0.000086
243.8250,0.000463,0.000086
243.8500,0.000472,0.000089
243.8750,0.000459,0.000084
243.9000,0.000467,0.000087
243.9250,0.000467,0.000087
243.9500,0.000459,0.000084
243.9750,0.000464,0.000086
244.0000,0.000458,0.000084
244.0250,0.000464,0.000086
244.0500,0.000462,0.000085
244.0750,0.000462,0.000085
244.1000,0.000471,0.000089
244.1250,0.000462,0.000085
244.1500,0.000464,0.000086
244.1750,0.000459,0.000084
244.2000,0.000469,0.000088
244.2250,0.000458,0.000084
244.2500,0.000463,0.000086
244.2750,0.000463,0.000086
244.3000,0.000469,0.000088
244.3250,0.000465,0.000086
244.3500,0.000464,0.000086
244.3750,0.000468,0.000088
244.4000,0.000469,0.000088
244.4250,0.000457,0.000084
244.4500,0.000474,0.000090
244.4750,0.000457,0.000083
244.5000,0.000468,0.000088
244.5250,0.000460,0.000085
244.5500,0.000459,0.000084
244.5750,0.000464,0.000086
244.6000,0.000466,0.000087
244.6250,0.000462,0.000085
244.6500,0.000468,0.000088
244.6750,0.000458,0.000084
244.7000,0.000469,0.000088
244.7250,0.000459,0.000084
244.7500,0.000458,0.000084
244.7750,0.000464,0.000086
244.8000,0.000458,0.000084
244.8250,0.000460,0.000085
244.8500,0.000458,0.000084
244.8750,0.000465,0.000086
244.9000,0.000458,0.000084
244.9250,0.000459,0.000084
244.9500,0.000458,0.000084
244.9750,0.000459,0.000084
245.0000,0.000461,0.000085
245.0250,0.000459,0.000084
245.0500,0.000465,0.000086
245.0750,0.000459,0.000084
245.1000,0.000462,0.000085
245.1250,0.000459,0.000084
245.1500,0.000460,0.000085
245.1750,0.000458,0.000084
245.2000,0.000469,0.000088
245.2250,0.000458,0.000084
245.2500,0.000465,0.000087
245.2750,0.000458,0.000084
245.3000,0.000464,0.000086
245.3250,0.000461,0.000085
245.3500,0.000458,0.000084
245.3750,0.000463,0.000086
245.4000,0.000466,0.000087
245.4250,0.000455,0.000083
245.4500,0.000468,0.000088
245.4750,0.000455,0.000083
245.5000,0.000459,0.000084
245.5250,0.000458,0.000084
245.5500,0.000463,0.000086
245.5750,0.000464,0.000086
245.6000,0.000458,0.000084
245.6250,0.000460,0.000085
245.6500,0.000459,0.000084
245.6750,0.000455,0.000083
245.7000,0.000468,0.000088
245.7250,0.000459,0.000084
245.7500,0.000458,0.000084
245.7750,0.000461,0.000085
245.8000,0.000458,0.000084
245.8250,0.000463,0.000086
245.8500,0.000457,0.000084
245.8750,0.000464,0.000086
245.9000,0.000469,0.000088
245.9250,0.000458,0.000084
245.9500,0.000458,0.000084
245.9750,0.000460,0.000085
246.0000,0.000455,0.000083
246.0250,0.000464,0.000086
246.0500,0.000458,0.000084
246.0750,0.000458,0.000084
246.1000,0.000457,0.000084
246.1250,0.000458,0.000084
246.1500,0.000458,0.000084
246.1750,0.000458,0.000084
246.2000,0.000458,0.000084
246.2250,0.000459,0.000084
246.2500,0.000458,0.000084
246.2750,0.000458,0.000084
246.3000,0.000458,0.000084
246.3250,0.000458,0.000084
246.3500,0.000458,0.000084
246.3750,0.000458,0.000084
246.4000,0.000458,0.000084
246.4250,0.000458,0.000084
246.4500,0.000458,0.000084
246.4750,0.000458,0.000084
246.5000,0.000458,0.000084
246.5250,0.000458,0.000084
246.5500,0.000458,0.000084
246.5750,0.000458,0.000084
246.6000,0.000458,0.000084
246.6250,0.000457,0.000084
246.6500,0.000458,0.000084
246.6750,0.000458,0.000084
246.7000,0.000456,0.000083
246.7250,0.000457,0.000084
246.7500,0.000457,0.000084
246.7750,0.000458,0.000084
246.8000,0.000455,0.000083
246.8250,0.000457,0.000084
246.8500,0.000456,0.000083
246.8750,0.000456,0.000083
246.9000,0.000455,0.000083
246.9250,0.000458,0.000084
246.9500,0.000451,0.000081
246.9750,0.000458,0.000084
247.0000,0.000452,0.000082
247.0250,0.000458,0.000084
247.0500,0.000442,0.000078
247.0750,0.000458,0.000084
247.1000,0.000445,0.000079
247.1250,0.000456,0.000083
247.1500,0.000457,0.000083
247.1750,0.000452,0.000082
247.2000,0.000458,0.000084
247.2250,0.000452,0.000082
247.2500,0.000453,0.000082
247.2750,0.000453,0.000082
247.3000,0.000432,0.000075
247.3250,0.000459,0.000084
247.3500,0.000438,0.000077
247.3750,0.000458,0.000084
247.4000,0.000455,0.000083
247.4250,0.000455,0.000083
247.4500,0.000454,0.000083
247.4750,0.000451,0.000081
247.5000,0.000452,0.000082
247.5250,0.000446,0.000080
247.5500,0.000448,0.000080
247.5750,0.000448,0.000080
247.6000,0.000451,0.000081
247.6250,0.000448,0.000080
247.6500,0.000453,0.000082
247.6750,0.000455,0.000083
247.7000,0.000456,0.000083
247.7250,0.000445,0.000079
247.7500,0.000454,0.000082
247.7750,0.000432,0.000075
247.8000,0.000442,0.000078
247.8250,0.000442,0.000078
247.8500,0.000462,0.000086
247.8750,0.000459,0.000084
247.9000,0.000446,0.000079
247.9250,0.000457,0.000083
247.9500,0.000458,0.000084
247.9750,0.000435,0.000076
248.0000,0.000459,0.000084
248.0250,0.000447,0.000080
248.0500,0.000446,0.000080
248.0750,0.000458,0.000084
248.1000,0.000443,0.000078
248.1250,0.000458,0.000084
248.1500,0.000452,0.000082
248.1750,0.000453,0.000082
248.2000,0.000458,0.000084
248.2250,0.000440,0.000078
248.2500,0.000457,0.000084
248.2750,0.000456,0.000083
248.3000,0.000441,0.000078
248.3250,0.000458,0.000084
248.3500,0.000455,0.000083
248.3750,0.000458,0.000084
248.4000,0.000458,0.000084
248.4250,0.000451,0.000081
248.4500,0.000458,0.000084
248.4750,0.000441,0.000078
248.5000,0.000451,0.000081
248.5250,0.000455,0.000083
248.5500,0.000448,0.000080
248.5750,0.000457,0.000083
248.6000,0.000449,0.000081
248.6250,0.000436,0.000076
248.6500,0.000459,0.000084
248.6750,0.000437,0.000076
248.7000,0.000460,0.000085
248.7250,0.000450,0.000081
248.7500,0.000457,0.000084
248.7750,0.000452,0.000082
248.8000,0.000439,0.000077
248.8250,0.000466,0.000087
248.8500,0.000443,0.000078
248.8750,0.000458,0.000084
248.9000,0.000456,0.000083
248.9250,0.000457,0.000084
248.9500,0.000439,0.000077
248.9750,0.000458,0.000084
249.0000,0.000436,0.000076
249.0250,0.000464,0.000086
249.0500,0.000438,0.000077
249.0750,0.000457,0.000084
249.1000,0.000454,0.000082
249.1250,0.000449,0.000081
249.1500,0.000457,0.000083
249.1750,0.000447,0.000080
249.2000,0.000448,0.000080
249.2250,0.000458,0.000084
249.2500,0.000442,0.000078
249.2750,0.000458,0.000084
249.3000,0.000457,0.000084
249.3250,0.000442,0.000078
249.3500,0.000458,0.000084
249.3750,0.000442,0.000078
249.4000,0.000458,0.000084
249.4250,0.000449,0.000081
249.4500,0.000457,0.000084
249.4750,0.000458,0.000084
249.5000,0.000452,0.000082
249.5250,0.000449,0.000081
249.5500,0.000455,0.000083
249.5750,0.000455,0.000083
249.6000,0.000447,0.000080
249.6250,0.000457,0.000083
249.6500,0.000444,0.000079
249.6750,0.000444,0.000079
249.7000,0.000455,0.000083
249.7250,0.000441,0.000078
249.7500,0.000456,0.000083
249.7750,0.000451,0.000082
249.8000,0.000445,0.000079
249.8250,0.000458,0.000084
249.8500,0.000437,0.000076
249.8750,0.000455,0.000083
249.9000,0.000450,0.000081
249.9250,0.000449,0.000081
249.9500,0.000458,0.000084
249.9750,0.000452,0.000082
250.0000,0.000450,0.000081
250.0250,0.000449,0.000081
250.0500,0.000440,0.000077
250.0750,0.000452,0.000082
250.1000,0.000451,0.000081
250.1250,0.000455,0.000083
250.1500,0.000453,0.000082
250.1750,0.000454,0.000082
250.2000,0.000454,0.000082
250.2250,0.000446,0.000079
250.2500,0.000455,0.000083
250.2750,0.000455,0.000083
250.3000,0.000447,0.000080
250.3250,0.000455,0.000083
250.3500,0.000449,0.000081
250.3750,0.000444,0.000079
250.4000,0.000458,0.000084
250.4250,0.000449,0.000081
250.4500,0.000452,0.000082
250.4750,0.000458,0.000084
250.5000,0.000444,0.000079
250.5250,0.000456,0.000083
250.5500,0.000446,0.000080
250.5750,0.000447,0.000080
250.6000,0.000456,0.000083
250.6250,0.000441,0.000078
250.6500,0.000458,0.000084
250.6750,0.000457,0.000083
250.7000,0.000451,0.000081
250.7250,0.000458,0.000084
250.7500,0.000440,0.000078
250.7750,0.000454,0.000083
250.8000,0.000454,0.000083
250.8250,0.000452,0.000082
250.8500,0.000458,0.000084
250.8750,0.000457,0.000083
250.9000,0.000457,0.000083
250.9250,0.000457,0.000084
250.9500,0.000451,0.000082
250.9750,0.000458,0.000084
251.0000,0.000458,0.000084
251.0250,0.000458,0.000084
251.0500,0.000458,0.000084
251.0750,0.000457,0.000084
251.1000,0.000458,0.000084
251.1250,0.000457,0.000084
251.1500,0.000458,0.000084
251.1750,0.000457,0.000084
251.2000,0.000458,0.000084
251.2250,0.000458,0.000084
251.2500,0.000458,0.000084
251.2750,0.000457,0.000083
251.3000,0.000458,0.000084
251.3250,0.000458,0.000084
251.3500,0.000458,0.000084
251.3750,0.000458,0.000084
251.4000,0.000458,0.000084
251.4250,0.000458,0.000084
251.4500,0.000452,0.000082
251.4750,0.000458,0.000084
251.5000,0.000457,0.000084
251.5250,0.000458,0.000084
251.5500,0.000456,0.000083
251.5750,0.000458,0.000084
251.6000,0.000457,0.000084
251.6250,0.000457,0.000084
251.6500,0.000457,0.000084
251.6750,0.000457,0.000084
251.7000,0.000456,0.000083
251.7250,0.000457,0.000084
251.7500,0.000456,0.000083
251.7750,0.000456,0.000083
251.8000,0.000457,0.000084
251.8250,0.000456,0.000083
251.8500,0.000457,0.000084
251.8750,0.000449,0.000081
251.9000,0.000456,0.000083
251.9250,0.000451,0.000081
251.9500,0.000454,0.000082
251.9750,0.000454,0.000083
252.0000,0.000458,0.000084
252.0250,0.000456,0.000083
252.0500,0.000455,0.000083
252.0750,0.000444,0.000079
252.1000,0.000455,0.000083
252.1250,0.000445,0.000079
252.1500,0.000457,0.000083
252.1750,0.000445,0.000079
252.2000,0.000454,0.000082
252.2250,0.000448,0.000080
252.2500,0.000438,0.000077
252.2750,0.000452,0.000082
252.3000,0.000441,0.000078
252.3250,0.000451,0.000081
252.3500,0.000454,0.000083
252.3750,0.000436,0.000076
252.4000,0.000453,0.000082
252.4250,0.000435,0.000076
252.4500,0.000441,0.000078
252.4750,0.000437,0.000076
252.5000,0.000433,0.000075
252.5250,0.000442,0.000078
252.5500,0.000434,0.000075
252.5750,0.000439,0.000077
252.6000,0.000435,0.000076
