time_sec,chan1_pitch_hz,chan2_pitch_hz
152.1250,120.70,120.70
152.1312,120.00,120.00
152.1375,120.70,121.39
152.1438,120.00,120.70
152.1500,118.62,118.62
152.1562,120.00,120.00
152.1625,120.70,120.70
152.1687,120.00,120.00
152.1750,121.39,121.39
152.1813,120.70,120.70
152.1875,120.70,120.70
152.1937,120.70,120.70
152.2000,120.70,120.70
152.2063,120.70,120.70
152.2125,120.70,120.70
152.2188,120.00,120.00
152.2250,120.70,120.70
152.2312,120.70,120.70
152.2375,121.39,121.39
152.2438,121.39,121.39
152.2500,120.70,120.70
152.2562,121.39,121.39
152.2625,121.39,121.39
152.2688,121.39,121.39
152.2750,120.70,120.70
152.2812,120.70,120.70
152.2875,121.39,121.39
152.2937,121.39,121.39
152.3000,120.70,120.70
152.3063,120.70,120.70
152.3125,121.39,121.39
152.3187,122.10,121.39
152.3250,121.39,121.39
152.3313,121.39,121.39
152.3375,121.39,121.39
152.3438,122.10,122.10
152.3500,122.10,122.10
152.3562,121.39,121.39
152.3625,122.10,122.10
152.3688,122.80,122.80
152.3750,122.80,122.80
152.3812,122.10,122.10
152.3875,122.80,122.80
152.3938,122.80,122.80
152.4000,122.80,122.80
152.4062,122.80,122.80
152.4125,122.80,122.80
152.4187,122.80,122.80
152.4250,122.80,122.80
152.4313,122.80,122.80
152.4375,122.80,122.80
152.4437,122.80,122.80
152.4500,122.10,122.80
152.4563,122.10,122.10
152.4625,122.10,122.10
152.4688,122.10,122.10
152.4750,122.10,122.10
152.4812,122.10,122.10
152.4875,122.10,122.10
152.4938,122.80,122.80
152.5000,122.10,122.10
152.5062,122.80,122.10
152.5125,122.80,122.80
152.5188,122.80,122.80
152.5250,122.80,122.80
152.5312,122.80,122.80
152.5375,122.80,122.80
152.5437,122.80,122.80
152.5500,122.80,122.80
152.5563,122.80,122.80
152.5625,122.80,122.80
152.5687,122.80,122.80
152.5750,122.80,122.80
152.5813,122.80,122.80
152.5875,122.80,122.80
152.5938,122.80,122.80
152.6000,122.10,122.80
152.6062,122.10,122.10
152.6125,122.80,122.80
152.6188,122.10,122.10
152.6250,122.10,122.10
152.6312,122.10,122.10
152.6375,122.10,122.10
152.6438,122.10,122.10
152.6500,122.10,122.10
152.6562,122.10,122.10
152.6625,122.80,122.80
152.6687,122.80,122.80
152.6750,122.80,122.80
152.6813,122.80,122.80
152.6875,122.80,122.80
152.6937,122.80,122.80
152.7000,122.80,122.80
152.7063,122.80,122.80
152.7125,122.80,122.80
152.7188,122.80,122.80
152.7250,122.80,122.80
152.7312,122.80,122.80
152.7375,122.80,122.80
152.7438,122.80,122.80
152.7500,122.80,122.80
152.7562,122.80,122.80
152.7625,122.80,122.80
152.7688,122.80,122.80
152.7750,122.80,122.80
152.7812,122.80,122.80
152.7875,122.80,122.80
152.7937,122.80,122.80
152.8000,122.80,122.80
152.8063,122.80,122.80
152.8125,122.80,122.80
152.8187,122.80,122.80
152.8250,122.80,122.80
152.8313,122.80,122.80
152.8375,122.80,122.80
152.8438,122.80,122.80
152.8500,122.80,122.80
152.8562,122.80,122.80
152.8625,122.80,122.80
152.8688,122.80,122.80
152.8750,122.80,122.80
152.8812,122.80,122.80
152.8875,122.80,122.80
152.8938,122.80,122.80
152.9000,122.80,122.80
152.9062,122.80,122.80
152.9125,122.80,122.80
152.9187,122.80,122.80
152.9250,122.80,122.80
152.9313,122.80,122.80
152.9375,122.80,122.80
152.9437,122.80,122.80
152.9500,122.80,122.80
152.9563,123.52,123.52
152.9625,124.23,123.52
152.9688,124.23,124.95
152.9750,124.95,125.68
152.9812,124.95,124.95
152.9875,124.23,124.95
152.9938,124.23,124.95
153.0000,124.23,124.23
153.0062,123.52,123.52
153.0125,123.52,123.52
153.0188,122.80,123.52
153.0250,123.52,124.23
153.0312,,
153.0375,,
153.0437,,
153.0500,,
153.0563,146.04,146.04
153.0625,146.04,146.04
153.0687,146.89,146.04
153.0750,146.04,145.20
153.0813,146.04,146.04
153.0875,146.89,146.89
153.0938,,146.04
153.1000,,
153.1062,146.89,146.89
153.1125,146.89,146.04
153.1188,146.04,146.04
153.1250,146.89,146.89
153.1312,146.89,146.89
153.1375,146.89,146.89
153.1438,147.74,146.89
153.1500,146.89,146.89
153.1562,146.89,146.89
153.1625,146.89,146.89
153.1687,146.89,146.89
153.1750,146.89,146.89
153.1813,146.89,146.89
153.1875,146.89,146.89
153.1937,146.89,146.89
153.2000,146.89,146.89
153.2063,146.89,146.89
153.2125,146.89,146.89
153.2188,146.89,146.89
153.2250,146.89,147.74
153.2312,146.89,146.89
153.2375,146.89,146.89
153.2438,147.74,147.74
153.2500,146.89,146.89
153.2562,147.74,146.89
153.2625,147.74,147.74
153.2688,146.89,146.89
153.2750,147.74,146.89
153.2812,146.89,146.89
153.2875,146.89,146.89
153.2937,146.89,146.89
153.3000,146.89,146.89
153.3063,147.74,147.74
153.3125,147.74,147.74
153.3187,146.89,146.89
153.3250,146.89,146.89
153.3313,147.74,146.89
153.3375,147.74,147.74
153.3438,147.74,147.74
153.3500,146.89,146.89
153.3562,146.89,146.89
153.3625,146.89,146.89
153.3688,146.89,146.89
153.3750,146.89,146.89
153.3812,146.89,146.89
153.3875,147.74,146.89
153.3938,146.89,146.89
153.4000,146.89,146.89
153.4062,146.89,146.89
153.4125,146.89,146.89
153.4187,146.89,146.89
153.4250,146.89,146.89
153.4313,146.89,146.89
153.4375,146.89,146.89
153.4437,146.89,146.89
153.4500,146.89,146.89
153.4563,146.89,146.89
153.4625,146.89,146.89
153.4688,146.89,146.89
153.4750,146.89,146.89
153.4812,146.89,146.89
153.4875,146.89,146.89
153.4938,146.89,146.89
153.5000,146.89,146.89
153.5062,146.89,146.89
153.5125,146.89,146.89
153.5188,146.89,146.89
153.5250,146.89,146.89
153.5312,146.89,146.89
153.5375,146.89,146.89
153.5437,146.89,146.89
153.5500,146.89,146.89
153.5563,146.89,146.89
153.5625,146.89,146.89
153.5687,146.89,146.89
153.5750,146.89,146.89
153.5813,146.89,146.89
153.5875,146.89,146.89
153.5938,146.89,146.89
153.6000,146.89,146.89
153.6062,146.89,146.89
153.6125,146.89,146.89
153.6188,146.89,146.89
153.6250,146.89,146.89
153.6312,146.89,146.89
153.6375,146.89,146.89
153.6438,146.89,146.89
153.6500,147.74,147.74
153.6562,146.89,146.89
153.6625,146.89,146.89
153.6687,146.89,146.89
153.6750,146.89,146.89
153.6813,146.89,146.89
153.6875,146.89,146.89
153.6937,146.89,146.89
153.7000,146.89,146.89
153.7063,146.89,146.89
153.7125,146.89,146.89
153.7188,146.89,146.89
153.7250,146.89,146.89
153.7312,146.89,146.89
153.7375,146.89,146.89
153.7438,146.89,146.89
153.7500,146.89,146.89
153.7562,146.89,146.89
153.7625,146.89,146.89
153.7688,146.89,146.89
153.7750,146.89,146.89
153.7812,146.89,146.89
153.7875,146.89,146.89
153.7937,146.89,146.89
153.8000,146.89,146.89
153.8063,146.89,146.89
153.8125,146.89,146.89
153.8187,146.89,146.89
153.8250,146.89,146.89
153.8313,146.89,146.89
153.8375,146.89,146.89
153.8438,146.89,146.89
153.8500,146.89,146.89
153.8562,146.89,146.89
153.8625,146.89,146.89
153.8688,146.89,146.89
153.8750,146.89,146.89
153.8812,146.89,146.89
153.8875,146.89,146.89
153.8938,146.89,146.89
153.9000,146.89,146.89
153.9062,146.89,146.89
153.9125,146.89,146.89
153.9187,146.89,146.89
153.9250,146.89,146.89
153.9313,146.89,146.89
153.9375,146.89,146.89
153.9437,146.89,146.89
153.9500,146.89,146.89
153.9563,146.89,146.89
153.9625,146.89,146.89
153.9688,146.89,146.89
153.9750,146.89,146.89
153.9812,146.89,146.89
153.9875,146.89,146.89
153.9938,146.89,146.89
154.0000,146.89,146.89
154.0062,146.89,146.89
154.0125,146.89,146.89
154.0188,146.89,146.89
154.0250,146.89,146.89
154.0312,146.89,146.89
154.0375,146.89,146.89
154.0437,146.89,146.89
154.0500,146.89,146.89
154.0563,146.89,146.89
154.0625,146.89,146.89
154.0687,146.89,146.89
154.0750,146.89,146.89
154.0813,146.89,146.89
154.0875,146.89,146.89
154.0938,146.89,146.89
154.1000,146.89,146.89
154.1062,146.89,146.89
154.1125,146.89,146.89
154.1188,146.89,146.89
154.1250,146.89,146.89
154.1312,146.89,146.89
154.1375,146.89,146.89
154.1438,146.89,146.89
154.1500,146.89,146.89
154.1562,146.89,146.89
154.1625,146.89,146.89
154.1687,146.89,146.89
154.1750,146.89,146.89
154.1813,146.89,146.89
154.1875,146.89,146.89
154.1937,146.89,146.89
154.2000,146.89,146.89
154.2063,146.89,146.89
154.2125,146.89,146.89
154.2188,146.89,146.89
154.2250,146.89,146.89
154.2312,146.89,146.89
154.2375,146.89,146.89
154.2438,146.89,146.89
154.2500,146.89,146.89
154.2562,146.89,146.89
154.2625,146.89,146.89
154.2688,146.89,146.89
154.2750,146.89,146.89
154.2812,146.89,146.89
154.2875,146.89,146.89
154.2937,146.89,146.89
154.3000,146.89,
154.3063,146.89,165.83
154.3125,146.89,157.43
154.3187,146.89,
154.3250,,
154.3313,,
154.3375,,
154.3438,,
154.3500,,
154.3562,,
154.3625,,
154.3688,,
154.3750,,
154.3812,,
154.3875,,
154.3938,,
154.4000,,
154.4062,,
154.4125,,
154.4187,,
154.4250,,
154.4313,,
154.4375,,
154.4437,,
154.4500,,
154.4563,,
154.4625,,
154.4688,,
154.4750,,
154.4812,,
154.4875,,
154.4938,,
154.5000,,
154.5062,,
154.5125,,
154.5188,,
154.5250,,
154.5312,,
154.5375,,
154.5437,,
154.5500,,
154.5563,,
154.5625,,
154.5687,,
154.5750,,
154.5813,,
154.5875,,
154.5938,,
154.6000,,
154.6062,,
154.6125,,
154.6188,,
154.6250,,
154.6312,,
154.6375,,
154.6438,,
154.6500,,
154.6562,,
154.6625,,
154.6687,,
154.6750,,
154.6813,,
154.6875,,
154.6937,,
154.7000,,
154.7063,,
154.7125,,
154.7188,,
154.7250,,
154.7312,,
154.7375,,
154.7438,,
154.7500,,
154.7562,,
154.7625,,
154.7688,,
154.7750,,
154.7812,,
154.7875,,
154.7937,,
154.8000,,
154.8063,,
154.8125,,
154.8187,,
154.8250,,
154.8313,,
154.8375,,
154.8438,,
154.8500,,
154.8562,,
154.8625,,
154.8688,,
154.8750,,
154.8812,,
154.8875,,
154.8938,,
154.9000,,
154.9062,,
154.9125,,
154.9187,,
154.9250,,
154.9313,,
154.9375,,
154.9437,,
154.9500,,
154.9563,,
154.9625,,
154.9688,,
154.9750,,
154.9812,,
154.9875,,
154.9938,,
155.0000,,
155.0062,,
155.0125,,
155.0188,,
155.0250,,
155.0312,,
155.0375,,
155.0437,,
155.0500,,
155.0563,,
155.0625,,
155.0687,,
155.0750,,
155.0813,,
155.0875,,
155.0938,,
155.1000,,
155.1062,,
155.1125,,
155.1188,,
155.1250,,
155.1312,,
155.1375,,
155.1438,,
155.1500,,
155.1562,,
155.1625,,
155.1687,,
155.1750,,
155.1813,,
155.1875,,
155.1937,,
155.2000,,
155.2063,,
155.2125,,
155.2188,,
155.2250,,
155.2312,,
155.2375,,
155.2438,,
155.2500,,
155.2562,,
155.2625,,
155.2688,,
155.2750,,
155.2812,,
155.2875,,
155.2937,,
155.3000,,
155.3063,,
155.3125,,
155.3187,,
155.3250,,
155.3313,,
155.3375,,
155.3438,,
155.3500,,
155.3562,,
155.3625,,
155.3688,,
155.3750,,
155.3812,,
155.3875,,
155.3938,,
155.4000,,
155.4062,,
155.4125,,
155.4187,,
155.4250,,
155.4313,,
155.4375,,
155.4437,,
155.4500,,
155.4563,,
155.4625,,
155.4688,,
155.4750,,
155.4812,,
155.4875,,
155.4938,,
155.5000,,
155.5062,,
155.5125,,
155.5188,,
155.5250,,
155.5312,,
155.5375,,
155.5437,,
155.5500,,
155.5563,,
155.5625,,
155.5687,,
155.5750,,
155.5813,,
155.5875,,
155.5938,,
155.6000,,
155.6062,,
155.6125,,
155.6188,,
155.6250,,
155.6312,,
155.6375,,
155.6438,,
155.6500,,
155.6562,,
155.6625,,
155.6687,,
155.6750,,
155.6813,,
155.6875,,
155.6937,,
155.7000,,
155.7063,,
155.7125,,
155.7188,,
155.7250,,
155.7312,,
155.7375,,
155.7438,,
155.7500,,
155.7562,,
155.7625,,
155.7688,,
155.7750,,
155.7812,,
155.7875,,
155.7937,,
155.8000,,
155.8063,,
155.8125,,
155.8187,,
155.8250,,
155.8313,,
155.8375,,
155.8438,,
155.8500,,
155.8562,,
155.8625,,
155.8688,,
155.8750,,
155.8812,,
155.8875,,
155.8938,,
155.9000,,
155.9062,,
155.9125,,
155.9187,272.52,272.52
155.9250,267.84,267.84
155.9313,263.24,263.24
155.9375,261.72,261.72
155.9437,261.72,261.72
155.9500,258.72,258.72
155.9563,254.27,254.27
155.9625,251.35,251.35
155.9688,247.03,247.03
155.9750,237.24,237.24
155.9812,227.84,227.84
155.9875,210.14,210.14
155.9938,205.34,205.34
156.0000,210.14,210.14
156.0062,,
156.0125,,
156.0188,,
156.0250,,
156.0312,,
156.0375,,
156.0437,,
156.0500,,
156.0563,,
156.0625,,
156.0687,,
156.0750,,
156.0813,204.16,204.16
156.0875,199.50,199.50
156.0938,190.49,190.49
156.1000,182.94,182.94
156.1062,177.73,177.73
156.1125,173.67,173.67
156.1188,170.69,170.69
156.1250,168.73,168.73
156.1312,166.79,166.79
156.1375,164.87,164.87
156.1438,163.92,163.92
156.1500,162.04,162.04
156.1562,161.11,161.11
156.1625,160.18,160.18
156.1687,160.18,160.18
156.1750,159.26,159.26
156.1813,,
156.1875,,
156.1937,,
156.2000,,
156.2063,,
156.2125,,
156.2188,,
156.2250,172.67,172.67
156.2312,170.69,170.69
156.2375,170.69,170.69
156.2438,171.68,171.68
156.2500,171.68,171.68
156.2562,173.67,173.67
156.2625,176.71,176.71
156.2688,182.94,182.94
156.2750,196.07,196.07
156.2812,202.98,202.98
156.2875,211.36,211.36
156.2937,215.05,215.05
156.3000,215.05,215.05
156.3063,218.81,218.81
156.3125,225.23,225.23
156.3187,229.16,229.16
156.3250,231.82,231.82
156.3313,234.52,234.52
156.3375,237.24,237.24
156.3438,234.52,235.88
156.3500,231.82,231.82
156.3562,233.17,234.52
156.3625,235.88,235.88
156.3688,226.53,226.53
156.3750,,
156.3812,,
156.3875,,
156.3938,,
156.4000,,
156.4062,,
156.4125,,
156.4187,,
156.4250,,
156.4313,,
156.4375,,
156.4437,,
156.4500,,
156.4563,,
156.4625,,
156.4688,,
156.4750,,
156.4812,,
156.4875,302.38,300.64
156.4938,293.77,293.77
156.5000,287.06,287.06
156.5062,277.28,277.28
156.5125,277.28,277.28
156.5188,282.13,282.13
156.5250,283.77,283.77
156.5312,285.41,285.41
156.5375,287.06,287.06
156.5437,290.40,290.40
156.5500,297.19,297.19
156.5563,305.89,307.67
156.5625,309.45,309.45
156.5687,311.24,311.24
156.5750,314.86,314.86
156.5813,316.68,316.68
156.5875,320.36,320.36
156.5938,322.22,322.22
156.6000,325.96,324.08
156.6062,327.85,327.85
156.6125,329.75,329.75
156.6188,327.85,327.85
156.6250,324.08,325.96
156.6312,320.36,320.36
156.6375,309.45,309.45
156.6438,302.38,305.89
156.6500,290.40,288.73
156.6562,274.10,277.28
156.6625,260.21,
156.6687,257.23,
156.6750,,
156.6813,,
156.6875,,
156.6937,,
156.7000,,
156.7063,,
156.7125,,
156.7188,,
156.7250,,
156.7312,,
156.7375,,
156.7438,,
156.7500,,
156.7562,,
156.7625,,
156.7688,,
156.7750,,
156.7812,,
156.7875,,
156.7937,,
156.8000,,
156.8063,,
156.8125,,
156.8187,,
156.8250,,
156.8313,,
156.8375,,
156.8438,,
156.8500,,
156.8562,,
156.8625,277.28,277.28
156.8688,280.51,278.89
156.8750,280.51,280.51
156.8812,283.77,282.13
156.8875,283.77,283.77
156.8938,285.41,287.06
156.9000,288.73,288.73
156.9062,290.40,290.40
156.9125,292.08,292.08
156.9187,293.77,293.77
156.9250,295.47,295.47
156.9313,297.19,297.19
156.9375,298.91,298.91
156.9437,300.64,300.64
156.9500,304.13,304.13
156.9563,305.89,305.89
156.9625,309.45,309.45
156.9688,314.86,314.86
156.9750,318.52,318.52
156.9812,320.36,320.36
156.9875,324.08,324.08
156.9938,327.85,327.85
157.0000,333.58,333.58
157.0062,339.41,339.41
157.0125,341.38,341.38
157.0188,343.36,343.36
157.0250,345.34,345.34
157.0312,345.34,345.34
157.0375,345.34,345.34
157.0437,343.36,343.36
157.0500,341.38,341.38
157.0563,335.51,335.51
157.0625,327.85,327.85
157.0687,324.08,324.08
157.0750,,
157.0813,,
157.0875,,
157.0938,,
157.1000,,
157.1062,,
157.1125,,
157.1188,,
157.1250,,
157.1312,,
157.1375,,
157.1438,,
157.1500,,
157.1562,,
157.1625,,
157.1687,261.72,260.21
157.1750,258.72,258.72
157.1813,260.21,260.21
157.1875,261.72,261.72
157.1937,260.21,260.21
157.2000,258.72,258.72
157.2063,258.72,258.72
157.2125,258.72,258.72
157.2188,257.23,257.23
157.2250,257.23,257.23
157.2312,257.23,257.23
157.2375,257.23,258.72
157.2438,257.23,257.23
157.2500,255.74,255.74
157.2562,255.74,254.27
157.2625,252.81,252.81
157.2688,248.46,248.46
157.2750,241.39,238.62
157.2812,235.88,223.93
157.2875,223.93,225.23
157.2937,225.23,225.23
157.3000,225.23,226.53
157.3063,225.23,222.64
157.3125,218.81,218.81
157.3187,216.30,217.55
157.3250,213.82,213.82
157.3313,208.93,207.73
157.3375,201.82,200.65
157.3438,191.59,192.70
157.3500,187.22,187.22
157.3562,181.89,181.89
157.3625,179.80,179.80
157.3688,177.73,177.73
157.3750,176.71,176.71
157.3812,178.76,178.76
157.3875,179.80,179.80
157.3938,182.94,182.94
157.4000,185.07,185.07
157.4062,187.22,187.22
157.4125,188.30,188.30
157.4187,190.49,190.49
157.4250,191.59,191.59
157.4313,191.59,191.59
157.4375,191.59,191.59
157.4437,189.39,189.39
157.4500,187.22,187.22
157.4563,184.00,185.07
157.4625,180.84,180.84
157.4688,178.76,177.73
157.4750,173.67,173.67
157.4812,170.69,170.69
157.4875,167.76,167.76
157.4938,162.98,162.04
157.5000,158.34,157.43
157.5062,153.83,153.83
157.5125,150.32,150.32
157.5188,146.89,146.04
157.5250,144.36,144.36
157.5312,143.53,143.53
157.5375,142.70,142.70
157.5437,140.25,140.25
157.5500,138.64,137.84
157.5563,139.45,138.64
157.5625,139.45,139.45
157.5687,146.04,145.20
157.5750,153.83,153.83
157.5813,,152.95
157.5875,,153.83
157.5938,,156.52
157.6000,,154.72
157.6062,,153.83
157.6125,,153.83
157.6188,,153.83
157.6250,,
157.6312,,
157.6375,,
157.6438,,
157.6500,,
157.6562,,
157.6625,,
157.6687,,
157.6750,,
157.6813,,
157.6875,,
157.6937,,
157.7000,,
157.7063,,
157.7125,,
157.7188,,
157.7250,,
157.7312,,
157.7375,,
157.7438,,
157.7500,,
157.7562,,
157.7625,,
157.7688,,
157.7750,,
157.7812,,
157.7875,,
157.7937,,
157.8000,,
157.8063,,
157.8125,,
157.8187,,
157.8250,,
157.8313,,
157.8375,,
157.8438,,
157.8500,,
157.8562,,
157.8625,,
157.8688,,
157.8750,,
157.8812,,
157.8875,,
157.8938,,
157.9000,,
157.9062,,
157.9125,,
157.9187,,
157.9250,,
157.9313,,
157.9375,,
157.9437,,
157.9500,,
157.9563,,
157.9625,,
157.9688,,
157.9750,,
157.9812,,
157.9875,,
157.9938,,
158.0000,,
158.0062,,
158.0125,,
158.0188,,
158.0250,,
158.0312,,
158.0375,,
158.0437,,
158.0500,,
158.0563,,
158.0625,,
158.0687,,
158.0750,,
158.0813,,
158.0875,,
158.0938,,
158.1000,,
158.1062,,
158.1125,,
158.1188,,
158.1250,,
158.1312,,
158.1375,,
158.1438,,
158.1500,,
158.1562,,
158.1625,,
158.1687,,
158.1750,,
158.1813,,
158.1875,,
158.1937,,
158.2000,,
158.2063,,
158.2125,,
158.2188,,
158.2250,,
158.2312,,
158.2375,,
158.2438,,
158.2500,,
158.2562,,
158.2625,,
158.2688,,
158.2750,,
158.2812,,
158.2875,,
158.2937,,
158.3000,,
158.3063,,
158.3125,,
158.3187,,
158.3250,,
158.3313,,
158.3375,,
158.3438,,
158.3500,,
158.3562,,
158.3625,,
158.3688,,
158.3750,,
158.3812,,
158.3875,,
158.3938,,
158.4000,,
158.4062,,
158.4125,,
158.4187,,
158.4250,,
158.4313,,
158.4375,,
158.4437,,
158.4500,,
158.4563,,
158.4625,,
158.4688,,
158.4750,,
158.4812,,
158.4875,,
158.4938,,
158.5000,,
158.5062,,
158.5125,,
158.5188,,
158.5250,,
158.5312,,
158.5375,,
158.5437,,
158.5500,,
158.5563,,
158.5625,,
158.5687,,
158.5750,,
158.5813,,
158.5875,,
158.5938,,
158.6000,,
158.6062,,
158.6125,,
158.6188,,
158.6250,,
158.6312,,
158.6375,,
158.6438,,
158.6500,,
158.6562,,
158.6625,,
158.6687,,
158.6750,,
158.6813,,
158.6875,,
158.6937,,
158.7000,,
158.7063,,
158.7125,,
158.7188,,
158.7250,,
158.7312,,
158.7375,,
158.7438,,
158.7500,,
158.7562,,
158.7625,,
158.7688,,
158.7750,,
158.7812,,
158.7875,,
158.7937,,
158.8000,,
158.8063,,
158.8125,,
158.8187,,
158.8250,,
158.8313,,
158.8375,,
158.8438,,
158.8500,,
158.8562,,
158.8625,,
158.8688,,
158.8750,,
158.8812,,
158.8875,,
158.8938,,
158.9000,,
158.9062,,
158.9125,,
158.9187,,
158.9250,,
158.9313,,
158.9375,,
158.9437,,
158.9500,,
158.9563,,
158.9625,,
158.9688,,
158.9750,,
158.9812,,
158.9875,,
158.9938,,
159.0000,,
159.0062,,
159.0125,,
159.0188,,
159.0250,,
159.0312,,
159.0375,,
159.0437,,
159.0500,,
159.0563,,
159.0625,,
159.0687,,
159.0750,,
159.0813,,
159.0875,,
159.0938,,
159.1000,,
159.1062,,
159.1125,,
159.1188,,
159.1250,,
159.1312,,
159.1375,,
159.1438,,
159.1500,,
159.1562,,
159.1625,,
159.1687,,
159.1750,,
159.1813,,
159.1875,,
159.1937,,
159.2000,,
159.2063,,
159.2125,,
159.2188,,
159.2250,,
159.2312,,
159.2375,,
159.2438,,
159.2500,,
159.2562,,
159.2625,,
159.2688,,
159.2750,,
159.2812,,
159.2875,,
159.2937,,
159.3000,,
159.3063,,
159.3125,,
159.3187,,
159.3250,,
159.3313,,
159.3375,,
159.3438,,
159.3500,,
159.3562,,
159.3625,,
159.3688,,
159.3750,,
159.3812,,
159.3875,,
159.3938,,
159.4000,,
159.4062,,
159.4125,,
159.4187,,
159.4250,,
159.4313,,
159.4375,,
159.4437,,
159.4500,,
159.4563,,
159.4625,,
159.4688,,
159.4750,,
159.4812,,
159.4875,,
159.4938,,
159.5000,,
159.5062,,
159.5125,,
159.5188,,
159.5250,,
159.5312,,
159.5375,,
159.5437,,
159.5500,,
159.5563,,
159.5625,,
159.5687,,
159.5750,,
159.5813,,
159.5875,,
159.5938,,
159.6000,,
159.6062,,
159.6125,,
159.6188,,
159.6250,,
159.6312,,
159.6375,,
159.6438,,
159.6500,,
159.6562,,
159.6625,,
159.6687,,
159.6750,,
159.6813,,
159.6875,,
159.6937,247.03,245.61
159.7000,240.00,240.00
159.7063,240.00,240.00
159.7125,245.61,245.61
159.7188,249.90,249.90
159.7250,255.74,255.74
159.7312,263.24,263.24
159.7375,269.39,269.39
159.7438,275.69,275.69
159.7500,280.51,280.51
159.7562,287.06,287.06
159.7625,293.77,293.77
159.7688,302.38,302.38
159.7750,309.45,309.45
159.7812,313.04,313.04
159.7875,314.86,314.86
159.7937,314.86,320.36
159.8000,313.04,
159.8063,316.68,
159.8125,,
159.8187,,
159.8250,,
159.8313,,
159.8375,,
159.8438,,
159.8500,,
159.8562,,
159.8625,,
159.8688,,
159.8750,,
159.8812,,
159.8875,,
159.8938,,
159.9000,,
159.9062,,
159.9125,,
159.9187,,
159.9250,,
159.9313,,
159.9375,,
159.9437,,
159.9500,,
159.9563,,
159.9625,221.36,220.08
159.9688,208.93,208.93
159.9750,206.53,207.73
159.9812,205.34,205.34
159.9875,204.16,204.16
159.9938,201.82,201.82
160.0000,200.65,200.65
160.0062,199.50,199.50
160.0125,197.21,197.21
160.0188,194.94,194.94
160.0250,193.82,193.82
160.0000,,
160.0062,,198.35
160.0125,197.21,197.21
160.0188,194.94,194.94
160.0250,192.70,192.70
160.0312,191.59,191.59
160.0375,192.70,192.70
160.0437,192.70,192.70
160.0500,193.82,193.82
160.0563,196.07,196.07
160.0625,197.21,197.21
160.0687,199.50,199.50
160.0750,200.65,200.65
160.0813,201.82,201.82
160.0875,202.98,202.98
160.0938,200.65,201.82
160.1000,201.82,201.82
160.1062,205.34,205.34
160.1125,205.34,204.16
160.1188,204.16,204.16
160.1250,202.98,204.16
160.1312,200.65,201.82
160.1375,202.98,199.50
160.1438,,
160.1500,,
160.1562,,
160.1625,,
160.1687,194.94,
160.1750,194.94,192.70
160.1813,189.39,188.30
160.1875,186.14,189.39
160.1937,182.94,187.22
160.2000,179.80,179.80
160.2063,179.80,177.73
160.2125,178.76,179.80
160.2188,178.76,178.76
160.2250,174.68,173.67
160.2312,175.69,175.69
160.2375,176.71,176.71
160.2438,176.71,176.71
160.2500,178.76,177.73
160.2562,178.76,177.73
160.2625,178.76,178.76
160.2688,179.80,179.80
160.2750,179.80,179.80
160.2812,180.84,181.89
160.2875,182.94,182.94
160.2937,182.94,184.00
160.3000,185.07,184.00
160.3063,186.14,186.14
160.3125,186.14,187.22
160.3187,188.30,188.30
160.3250,189.39,189.39
160.3313,190.49,190.49
160.3375,191.59,191.59
160.3438,193.82,193.82
160.3500,196.07,196.07
160.3562,199.50,199.50
160.3625,202.98,204.16
160.3688,204.16,204.16
160.3750,202.98,202.98
160.3812,202.98,202.98
160.3875,198.35,199.50
160.3938,194.94,194.94
160.4000,194.94,194.94
160.4062,190.49,190.49
160.4125,191.59,191.59
160.4187,188.30,
160.4250,,
160.4313,,
160.4375,,
160.4437,,
160.4500,,
160.4563,,
160.4625,,
160.4688,,
160.4750,,
160.4812,,
160.4875,,
160.4938,,
160.5000,,
160.5062,,
160.5125,,
160.5188,,
160.5250,,
160.5312,,117.94
160.5375,,117.94
160.5437,,117.94
160.5500,,117.94
160.5563,,117.94
160.5625,,117.94
160.5687,,117.94
160.5750,,117.94
160.5813,,117.94
160.5875,,117.26
160.5938,,117.94
160.6000,,117.26
160.6062,,117.26
160.6125,,117.94
160.6188,,
160.6250,,
160.6312,,
160.6375,168.73,
160.6438,168.73,168.73
160.6500,165.83,168.73
160.6562,165.83,164.87
160.6625,165.83,166.79
160.6687,165.83,167.76
160.6750,168.73,166.79
160.6813,164.87,168.73
160.6875,164.87,164.87
160.6937,163.92,162.04
160.7000,162.04,162.04
160.7063,160.18,168.73
160.7125,161.11,162.04
160.7188,161.11,160.18
160.7250,162.98,164.87
160.7312,165.83,165.83
160.7375,166.79,165.83
160.7438,177.73,176.71
160.7500,178.76,178.76
160.7562,178.76,178.76
160.7625,177.73,177.73
160.7688,176.71,176.71
160.7750,175.69,175.69
160.7812,174.68,174.68
160.7875,173.67,173.67
160.7937,171.68,171.68
160.8000,170.69,171.68
160.8063,170.69,170.69
160.8125,169.71,169.71
160.8187,169.71,169.71
160.8250,169.71,169.71
160.8313,168.73,168.73
160.8375,168.73,168.73
160.8438,166.79,166.79
160.8500,165.83,165.83
160.8562,164.87,164.87
160.8625,163.92,163.92
160.8688,162.98,162.98
160.8750,161.11,161.11
160.8812,159.26,159.26
160.8875,158.34,158.34
160.8938,156.52,157.43
160.9000,155.62,155.62
160.9062,153.83,153.83
160.9125,152.95,152.07
160.9187,151.19,151.19
160.9250,150.32,151.19
160.9313,149.45,149.45
